Position	TITOLO	ANNO	LINK	FORMATO	LOCANDINA	LINGUA	GENERE	TRAMA	DURATA	INFO
220	Napoleon Dynamite	2004	http://www.deadlyblogger.com/NewRelease/napolean.mp4	mp4	http://gonewiththetwins.com/new/wp-content/uploads/2016/12/napoleondynamite.jpg	Inglese	Family	A clumsy teenager with a strange family helps a friend become class president against a popular student.	1h36m	
221	Need for Speed	2014	http://www.deadlyblogger.com/NewRelease/needforspeed.mp4	mp4	https://pad.mymovies.it/filmclub/2013/07/002/locandina.jpg	Inglese	Drama/Thriller	Need for Speed (2014) Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.	2h12m	
222	New Jack City	1991	http://www.deadlyblogger.com/NewRelease/newjack.mp4	mp4	https://m.media-amazon.com/images/M/MV5BOGZlYzg3NjEtMmFhOS00NTA3LWJlOTktMjFhOWNkMjc0YjBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg	Inglese	Action/Crime/Drama	A crime lord ascends to power and becomes megalomaniacal while a maverick police detective vows to stop him.	1h37m	
223	New Jersey Drive	1995	http://www.deadlyblogger.com/NewRelease/jerseydrive95.mp4	mp4	https://m.media-amazon.com/images/M/MV5BYjRkM2Q5MzAtZTM4Yy00OTEwLTkyZjQtMzliZjA0MzNmZjhiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg	Inglese	Crime/Drama	The streets of Newark, NJ are the setting for this stark drama of two teenagers who decide to carjack for fun and profit - but soon find themselves the target of every cop in town.	1h38m	
224	Next Friday	2000	http://www.deadlyblogger.com/NewRelease/friday2.mp4	mp4	https://m.media-amazon.com/images/M/MV5BZTg4NTkzMDEtM2MzOS00MDE1LWJmYWItYzdiMGRiNTdmZmFkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg	Inglese	Comedy	Next Friday (2000) Uncle Elroy and Day Day owe money on taxes so Craig finds a way to steal from the next door neighbors to pay off the taxes so Uncle Elroy's house doesn't get put up for auction.	1h38m	
225	Nightmare on Elm Street 5  The Dream Child	1989	http://www.deadlyblogger.com/NewRelease/elm5.mp4	mp4	https://images-na.ssl-images-amazon.com/images/S/pv-target-images/ce020160a758a7c63d493238db04b503aba288bb7f36fb742710fd74b79f3576._RI_V_TTW_.jpg	Inglese	horror	The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.	1h29m	
226	Nobody Needs To Know	2003	https://archive.org/download/Nobody_Needs_To_Know/nobody-needs-to-know_512kb.mp4	mp4	https://nientepopcorn.b-cdn.net/film-img/24586-locandina-big.jpg	Inglese	Drama	Nobody Needs to Know is a story of Fame and the towns and industries and the people who create it and support it. It's the story of two actresses on divergent paths who unwittingly illustrate the power of Fame and its ability to pursue those who run from it and run from those who pursue it. Aesthetically. it's an alchemy of Nathaniel West's The Day of the Locust, The Shadow radio serial, Ralph Ellison's The Invisible Man, and Juergen Teller's Go-See's mixed and sampled to create a sublime cinematic Paul's Boutique for the Era of the Image and beyond.	1h36m	
227	Nocturnal Animals	2016	https://ia801600.us.archive.org/22/items/NocturnalAnimals20161080pRemux/Nocturnal%20Animals%20(2016)%201080p%20Remux.mp4	mp4	https://movieplayer.net-cdn.it/images/2016/09/12/nocturnal_animals.jpg	Inglese	Drama/Thriller	is a 2016 American neo-noir psychological thriller film written, produced and directed by Tom Ford, based on the 1993 novel Tony and Susan by Austin Wright. ... Nocturnal Animals was selected to compete for the Golden Lion at the 73rd Venice International Film Festival, where it won the Grand Jury Prize.	1h57m	
228	Non Stop        	2014	http://www.deadlyblogger.com/NewRelease/nonstop2014.mp4	mp4	https://images-na.ssl-images-amazon.com/images/I/81LKQ1mmhjL._AC_SX342_.jpg	Inglese	Thriller/Action	Non-Stop is a 2014 action thriller film directed by Jaume Collet-Serra and starring Liam Neeson and Julianne Moore. It follows a Federal Air Marshal who must find a killer on an international flight after receiving texts saying a passenger will be executed every 20 minutes until financial demands are met.	1h46m	
229	Now You See Me	2013	http://www.deadlyblogger.com/NewRelease/nowyouseeme.mp4	mp4	https://www.liceotosi.edu.it/blogletterario/wp-content/uploads/sites/4/2013/12/Now-You-See-Me-1.jpg	Inglese	Thriller	A team of the most skilled illusionists in the world, known as The Four Horsemen, during its television broadcast manages to rob a bank in Paris. The case is being handled by FBI agents Dylan and Interpol's Alma.	2h5m	
230	Old School	2003	http://www.deadlyblogger.com/NewRelease/oldschool1.mp4	mp4	https://image.tmdb.org/t/p/w500/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg	Inglese	Comedy	Three men in their thies are determined to relive college's carefree years and overcome love disappointments. To do this, they decide to found a brotherhood outside the university campus.	1h33m	
231	Olympus Has Fallen	2013	http://www.deadlyblogger.com/NewRelease/fallen1.mp4	mp4	https://i.pinimg.com/originals/95/be/84/95be84eeb596f22d5def4ccc8f9772ff.jpg	Inglese	Thriller/Action	A terrible threat hangs over the United States. Relieved of office after the First Lady's death, an agent is fighting to save the President's life.	2h	
232	Only The Strong	1993	http://www.deadlyblogger.com/NewRelease/onlys.mp4	mp4	https://m.media-amazon.com/images/I/61vnCru-qOS._SL1000_.jpg	Inglese	Action/Drama	Ex-Special Forces soldier Louis Stevens returns to Miami to find his former high school overrun by drugs and violence. A master of the Brazilian maal art, capoeira, Stevens pledges to straighten out a dozen of the school's worst students by teaching them this demanding and highly-disciplined fighting style. Slowly, his program begins to work, giving the students new hope and purpose. But the local drug lord, himself a maal arts expert, vows to stop Stevens' positive influence. Now Stevens must fight to save his own life, as well as the lives of his rebellious young students.	1h39m	
233	Orphan	2009	http://www.deadlyblogger.com/NewRelease/orphan2009.mp4	mp4	https://m.media-amazon.com/images/I/51yQMxdf9tL._SY445_.jpg	Inglese	Drama/Thriller	When their third child Jessica comes to life lifeless Kate and John decide to adopt a Russian child to overcome the trauma.	2h03m	
234	Pacific Rim	2013	http://www.deadlyblogger.com/NewRelease/rim.html	mp4	https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_.jpg	Inglese	Science/action/adventure	In 2013, a mysterious breach appears on the bottom of the Pacific Ocean. The breach is an interdimensional portal from which giant alien monsters, known as Kaijū, emerge. The war waged against these creatures is destined to destroy millions of lives and consume human resources for years to come. To face the titanic threats, the nations of the world decide to put aside their enmities. Special weapons are devised: huge mechas called Jaegers, usually controlled simultaneously by two pilots whose minds are connected to a neural network. Since the devastating attacks of the Kaijū are almost all focused on the states bordering the Pacific, the most powerful nations of the Pacific Rim are using a large part of their resources to join the Jaeger project and their development.	1h14m	
235	Paid in Full	2002	http://www.deadlyblogger.com/NewRelease/paidin.mp4	mp4	https://nientepopcorn.b-cdn.net/film-img/13098-locandina-big.jpg	Inglese	Drama/Action	A young man from Harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience. Ace is an impressionable young man working for a dry cleaning business. His friend, drug dealer Mitch goes to prison. In an unrelated incident, he finds some cocaine in a pants pocket.	1h37m	
236	Pet Sematary	1989	http://www.deadlyblogger.com/NewRelease/sematary1.mp4	mp4	https://mymaddreams5.files.wordpress.com/2021/03/pet-sematary-1989-poster.jpg?w=538&h=717	Inglese	horror	After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.	1h43m	
237	Pet Sematary II	1992	http://www.deadlyblogger.com/NewRelease/sematary2.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMDczNjdmYjEtN2QyYi00MTIxLTgyNmUtNzRkNzVlM2UyYTQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg	Inglese	Horror	A teenage boy and his father move to his recently-deceased mother's hometown, where they encounter the ancient Native American cemetery with the power to raise the dead.	1h 40min	
238	Planet Of The Apes	2001	http://www.deadlyblogger.com/NewRelease/apes6.mp4	mp4	https://m.media-amazon.com/images/I/81AVsGU0gkL._SY445_.jpg	Inglese	thriller/Science	Rushed to an unknown planet, a pilot realizes that he is in a primitive place, where apes reign, and where men fight for survival, persecuted and enslaved by primate tyrants.	2h	
239	Pokemon: The Movie 2000	1999	https://archive.org/download/PokemonMovie2000WGN10222006/Pokemon%20the%20Movie%202000%20WGN%2010.22.06.mp4	mp4	https://www.themoviedb.org/t/p/w500/v6eh4wp3VB5t6wsQsJK0OYi1lFo.jpg	Inglese	Animation/Action/Adventure	Ash Ketchum must gather the three spheres of fire, ice and lightning in order to restore balance to the Orange Islands.	1h39m	
240	Pompei	2014	http://www.deadlyblogger.com/NewRelease/pompeii2014.mp4	mp4	https://pad.mymovies.it/filmclub/2012/11/098/locandinapg1.jpg	Inglese	history/drama	In 79 BC, during the eruption of Pompeii, a gladiator tries to return home as soon as possible, despite the rain of lava and debris, in order to save the woman he loves.	1h45m	
241	Pootie Tang	2001	http://www.deadlyblogger.com/NewRelease/pootie.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNDIzYzA4NDctNWM5Yi00YzA1LThhOGUtMmFlYmVlMWE0ZTNmXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_FMjpg_UX1000_.jpg	Inglese	music	Pootie Tang, the musician/actor/folk hero of the ghetto, is chronicled from his early childhood to his battles against the evil Corporate America, who try to steal his magic belt and make him sell out by endorsing addictive products to his people.	1h21m	
242	Predator	1987	https://archive.org/download/DragonsOrDinosaursAndCreationOrEvolution/Predator.1987.BrRip.720p.mp4	mp4	https://www.stardust.it/uploads/img/movie/poster/28b4ff4aa7e444cb2c331a28fc7dedea1554761134-1000w.jpg	Inglese	Action/Adventure/Sci-Fi	A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.	1h47m	
243	Prisoners	2013	http://www.deadlyblogger.com/NewRelease/prisoners.mp4	mp4	https://www.joblo.com/assets/images/oldsite/posters/images/full/prisoners_ver9_xlg.jpg	Inglese	Thriller/Thriller	In a town in the American province, two girls disappear. Keller, the father of one of them, is convinced that the culprit is a young man from the neighborhood and decides to kidnap him to make him confess by force. Meanwhile, investigator Loki, stubbornly committed to the case, is on the trail of another suspect.	2h33m	
244	Project X	2012	http://www.deadlyblogger.com/NewRelease/projectx.mp4	mp4	https://i.pinimg.com/originals/27/48/1a/27481a32f8a09ed82ecb365c40eacc25.jpg	Inglese	Comedy	Three high school students want to organize a memorable birthday party that will raise their low popularity with schoolmates and attract girls.	1h34m	
245	Prometheus	2012	http://www.deadlyblogger.com/NewRelease/prometheus.mp4	mp4	https://i.pinimg.com/originals/8d/b1/23/8db123e3b8e21f02b2f24cebd787affb.jpg	Inglese	Drama	A group of scientists is traveling to a distant planet in search of the origins of man. However, astronauts come into contact with an entity that could cause the extinction of the human race.	2h4m	
246	Pup	2013	https://archive.org/download/TorrentPopular.comPup20131080p1080p/Pup.2013.1080p.BluRay.x264.YIFY.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTgyNDA0OTMyOF5BMl5BanBnXkFtZTgwMTcxNzUzMTE@._V1_FMjpg_UX1000_.jpg	Inglese	Action/Adventure/Animation/Comedy	Pup is an uplifting story about a dog willing to do whatever it takes to become the greatest sheepdog of all time - even if that means flying to the moon! The adorable and zany animals he meets before - and after lift-off make for an out-of-this-world adventure families will enjoy for light years to come.	1h23m	
247	R.I.P.D	2013	http://www.deadlyblogger.com/NewRelease/ripd.html	mp4	https://upload.wikimedia.org/wikipedia/en/8/80/R.I.P.D._Poster.jpg	Inglese	Action/Comedy	Nick, after losing his life, finds himself in an office of the Rest in Peace Department, a celestial agency that recruits deceased agents to return them to Earth in different bodies.	1h36m	
248	Ratatouille	2007	http://www.deadlyblogger.com/NewRelease/ratatouille.mp4	mp4	https://image.tmdb.org/t/p/w500/npHNjldbeTHdKKw28bJKs7lzqzj.jpg	Inglese	Drama/fantasy/animation	Remy, a Parisian mouse, dreams of becoming a great chef in order to offer everyone his delicious recipes. When he ends up in the basement of one of the most renowned restaurants in the city, the rodent decides to stay there and learn to cook.	1h51m	
249	Rebirth of Mothra	1996	https://archive.org/download/RebirthOfMothra/Rebirth%20Of%20Mothra.mp4	mp4	https://www.themoviedb.org/t/p/w500/7GYJ433TAUZbvcZDUxY71zFNAbQ.jpg	Inglese	Action/Adventure/Family	A new Mothra takes to the air and must battle Death Ghidora to save humanity.	1h44m	
250	Rebirth of Mothra II	1997	https://archive.org/download/RebirthOfMothraII/Rebirth%20Of%20Mothra%20II.mp4	mp4	https://images-na.ssl-images-amazon.com/images/I/91bEELzuRIL._RI_.jpg	Inglese	fantasy/kids	Rebirth of Mothra II (1997) Mothra's twin nymphs and children from the city find a lost city, as well as a giant monster that is attracted to environmental calamities.	1h40m	
251	Return of the Kung Fu Dragon	1976	https://archive.org/download/Return_of_the_Kung_Fu_Dragon/Return_of_the_Kung_Fu_Dragon_512kb.mp4	mp4	https://flxt.tmsimg.com/assets/p43026_p_v10_aa.jpg	Inglese	Action	Golden City, capital of wondrous Phoenix island, is attacked by an evil despot and his sorcerer ally and conquered, with the Emperor and his three generals killed by the invaders. The young princess and the three children of the generals are hidden away from the invaders with the hope that they one day will return to avenge the deaths of their fathers and reclaim the island paradise. Almost twenty years pass and the grown children do finally return to confront the despot and the sorcerer but, will they be successful?	1h24m	
252	Return to Cabin by the Lake	2001	http://www.deadlyblogger.com/NewRelease/cabin2.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNGFlNzRkZDMtOWNlZS00ZDAxLTllMTAtMDY0NDQyYTZkNWFhXkEyXkFqcGdeQXVyMTM0ODAyOTc@._V1_.jpg	Inglese	crime/comedy	Two years after being presumed dead, Stanley Caldwell (under the alias of "Alan") meets with an agent named Lauren on a boat to discuss a new screenplay. They soon learn that despite public protest, director Mike Helton has begun principal photography on Cabin by the Lake, a film based on Stanley's old screenplay detailing his exploits as a serial killer. Amongst the protesters is Paul Parsons, the brother of Kimberly Parsons who was one of Stanley's last victims. When Lauren confesses to hiring someone to rewrite his screenplay, Stanley binds her to a cement flower pot. A horrified Lauren realizes Alan's true identity and desperately suggests that he become a director. Stanley is intrigued by the idea, but nevertheless pushes her overboard to drown.	1h29m	
253	Riddick	2013	http://www.deadlyblogger.com/NewRelease/riddick2.html	mp4	https://flxt.tmsimg.com/assets/p9835679_p_v13_at.jpg	Inglese	Sci-fi	Abandoned on a sunburned planet and left for dead, Riddick finds himself battling an alien race of predators. In order to save himself, he must activate an emergency beacon that warns two ships.	1h59m	
254	Ride Along	2014	http://www.deadlyblogger.com/NewRelease/ridealong2014.mp4	mp4	https://movieplayer.net-cdn.it/images/2013/11/06/ride-along-la-nuova-locandina-del-film-290870.jpg	Inglese	Thriller/Action	Hart, a second-grade teacher, must try to survive a day of forced coexistence with his girlfriend's brother, a policeman who does not see him favorably and does not approve of the union between the two.	1h40m	
255	Rio 2	2014	http://www.deadlyblogger.com/NewRelease/rio2.mp4	mp4	https://movieplayer.net-cdn.it/images/2013/07/18/rio-2-la-locandina-del-film-280954.jpg	Inglese	Adventure/Musical/animation	Blu and Gioel and their three children leave the comfort of the city and travel to the Amazon jungle to learn to live like real birds.	1h41m	
256	Rise of the Planet of the Apes	2011	http://www.deadlyblogger.com/NewRelease/apes7.mp4	mp4	https://m.media-amazon.com/images/I/51fcwyusn2L._AC_.jpg	Inglese	Drama/Science	Genetic engineering experiments for the treatment of Alzheimer's create an evolved and intelligent species of monkeys.	1h45m	
257	Robin Hood	1973	http://www.deadlyblogger.com/NewRelease/robinhood1.mp4	mp4	https://musicimage.xboxlive.com/catalog/video.movie.8D6KGWZL61SZ/image?locale=it-it&mode=crop&purposes=BoxArt&q=90&h=225&w=150&format=jpg	Inglese	Animation/Adventure/Comedy	The story of the legendary outlaw is portrayed with the characters as humanoid animals.	1h23m	
258	Robocop	2014	http://www.deadlyblogger.com/NewRelease/robocop2014.html	mp4	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ_UdEMOwBkkSP1nxBv37aO_ENmmNFGMLN3sexOOJ1W2rr7KqvK	Inglese	Action/sci-fi	In 2028, a robotics company sees the possibility of applying its technology to humans by transforming a seriously injured police officer into a cyborg.	2h1m	
259	Robotix The Movie	1985	https://archive.org/download/RobotixTheMovie1985/Robotix%20%20The%20Movie%20(1985).mp4	mp4	https://m.media-amazon.com/images/M/MV5BYTFjYTYxNWQtMDBmNC00MDc1LWEzNWEtMDBkYzNkOWFiZmVmXkEyXkFqcGdeQXVyMjgxMTkzOQ@@._V1_.jpg	Inglese	Science/animation	Robotix is a 1985 animated series based on the Milton Bradley toy of the same name. The original toy was of the construction type, similar to that of the Meccano and K'nex, which included engines, wheels and calipers.	1h32m	
260	Rogue One: A Star Wars Story	2016	http://deadlyblogger.com/NewRelease/rogue1.mp4	mp4	https://pad.mymovies.it/filmclub/2015/08/098/locandina.jpg	Inglese	Sci-Fi/Action	From Lucasfilm comes the first of the Star Wars standalone films, "Rogue One: A Star Wars Story," an all-new epic adventure. In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.	2h13m	
261	Rules Don't Apply	2016	https://archive.org/download/RulesDontApply20161080pRemux/Rules%20Dont%20Apply%20(2016)%201080p%20Remux.mp4	mp4	https://www.themoviedb.org/t/p/w780/1e222v5OwpAKPkBKnPKnyBIz45D.jpg	Inglese	Drama/Romantic	Rules Don't Apply is a 2016 American romantic comedy-drama film written, produced and directed by Warren Beatty. ... Set in 1958 Hollywood, the film follows the romantic relationship between a young actress and her driver, which is forbidden by their employer, Howard Hughes.	2h38m	
262	Rumble in the Bronx	1995	https://archive.org/download/Theodore_Rex_1995_Full_Movie/Theodore_Rex_1995_Full_Movie-Uns80N3aF34.mp4	mp4	https://m.media-amazon.com/images/M/MV5BOTg2ZTEwY2QtMDZlNy00N2U3LWIwMWYtY2NlNDRiZjYxNWYzXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg	Inglese	Action/Comedy/Crime	A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his maal art skills.	1h27m	
263	Runner Runner	2013	http://www.deadlyblogger.com/NewRelease/runnerrunner.mp4	mp4	https://ivid.akamaized.net/media/foto/2014/04/08/runner_runner_poster_102595.jpg	Inglese	Thriller/Drama	A Princeton student becomes the pupil of an online gambling tycoon, whose shady deals drew FBI attention. The boy is forced by the federal agency to collaborate.	1h31m	
264	Rush	2013	http://www.deadlyblogger.com/NewRelease/rush2013.html	mp4	http://aforismi.meglio.it/img/film/Rush.jpg	Inglese	Action/Sportman	The Austrian Niki Lauda and the English James Hunt meet for the first time on the Formula 3 circuits. One is methodical, rational, not particularly nice; the other is a womanizer who enjoys life and runs like there's no tomorrow. Their rivalry becomes historic and marks an incredible season of motoring, made up of indelible dramas and miraculous resumptions.	2h3m	
265	Safe House	2012	http://www.deadlyblogger.com/NewRelease/safehouse.mp4	mp4	https://houssymovies.files.wordpress.com/2012/03/safehouseposter.jpg	Inglese	Thriller/Action	CIA agent Tobin Frost, guilty of deseon, is captured by his former colleagues and interrogated in a secret refuge. A terrorist attack, however, reverses the situation	1h5m	
266	Santa and the Ice Cream Bunny	1972	https://archive.org/download/SantaAndTheIceCreamBunny1972FullFilm/Santa%20and%20the%20Ice%20Cream%20Bunny%20(1972)%20full%20film.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMjBkZTEyODItMTUzYy00MjM0LWE0OTEtMTI0MjFjMWFkZmUwXkEyXkFqcGdeQXVyNjkzNzY1MDg@._V1_.jpg	Inglese	Family/Fantasy	When Santa's sleigh gets stuck in Florida, he tells a group of kids the story of Thumbelina.	1h36m	
267	Saving Mr. Banks	2013	http://www.deadlyblogger.com/NewRelease/savingbanks.mp4	mp4	https://cdn.posteritati.com/posters/000/000/037/215/saving-mr-banks-md-web.jpg	Inglese	Biographical/comedy/Drama	In 1961, the author Pamela "P. L." Travers reluctantly travels from his London home to Los Angeles to work with Walt Disney at the urging of his agent, Diarmuid Russell. Disney has pursued film rights for its Mary Poppins stories for twenty years, having promised his daughters that he would produce a film based on them. Travers firmly resisted Disney's efforts because he feared what he would do to his character. However, not having written books for a while, the writer risks losing her home. Still, Russell must remind her that Disney has accepted two important clauses - no unprecedented animation and script approval - before she agrees to go.	2h6m	
268	Saw	2004	http://www.deadlyblogger.com/NewRelease/saw1.mp4	mp4	https://blob.cede.ch/catalog/10296000/10296758_1_92.jpg?v=1	Inglese	Thriller	Two men wake up chained in a room and find a lifeless body in the center of that space. An unknown voice deploys them, with no way out, against each other.	1h43m	
269	Saw II	2005	http://www.deadlyblogger.com/NewRelease/saw2.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/big/152.jpg	Inglese	Thriller	Jigsaw has fled again and continues to terrify the whole community with its deadly puzzles. This time her focus is on Dr. Lynn Delon, kidnapped and forced to find a cure that prevents cancer from killing him.	2h1m	
270	Saw III	2006	http://www.deadlyblogger.com/NewRelease/saw3.mp4	mp4	https://www.filmtv.it/imgbank/GALLERYXL/SA/03597301.jpg	Inglese	Thriller	Jigsaw has fled again and continues to terrify the whole community with its deadly puzzles. This time her focus is on Dr. Lynn Delon, kidnapped and forced to find a cure that prevents cancer from killing him.	2h1m	
271	Saw IV	2007	http://www.deadlyblogger.com/NewRelease/saw4.mp4	mp4	https://moviereviews1188.files.wordpress.com/2018/10/v1.jpg	Inglese	Thriller	The death of the Riddler and the disciple Amanda were not enough to put an end to their diabolical criminal plan. The two detectives who followed the investigation, Rigg and Hoffman, fell into the net this time.	1h43m	
272	Saw V	2008	http://www.deadlyblogger.com/NewRelease/saw5.mp4	mp4	https://www.moriareviews.com/rongulator/wp-content/uploads/Saw-V-2008-poster.jpg	Inglese	Thriller	Seth Baxter, a murderer who escaped the law, is trapped in one of the Riddler's diabolical machines. Agent Strahm also soon finds himself in the same situation.	1h38m	
273	Saw VI	2009	http://www.deadlyblogger.com/NewRelease/saw6.mp4	mp4	https://quinlan.it/upload/images/2010/06/saw-VI-2009-recensione-poster.jpg	Inglese	thriller	Between lethal choices and cruel gimmicks, Riddler finds his next victim in William Easton, an insurer who has a client's death on his conscience.	2h	
274	Saw VII 3D  The Final Chapter	2010	http://www.deadlyblogger.com/NewRelease/saw7.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMjI0NTEwNTgwNF5BMl5BanBnXkFtZTcwMDM5MTU5Mw@@._V1_FMjpg_UX1000_.jpg	Inglese	Thriller	Saw: The Final Chapter (2010) As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.	1h43m	
275	School Dance	2014	http://www.deadlyblogger.com/NewRelease/schooldance.mp4	mp4	https://a.ltrbxd.com/resized/film-poster/1/9/4/7/5/8/194758-school-dance-0-230-0-345-crop.jpg?k=45daef1817	Inglese	Drama/Music	School Dance is a 2014 American musical comedy-drama film directed, co-written and produced by Nick Cannon. The film stars Bobb'e J. Thompson, The Ranger $, Mike Epps, Luenell, Kristina DeBarge, Katt Williams, Tiffany Haddish, George Lopez and Wilmer Valderrama.	1h26m	
276	Semi Pro	2008	http://www.deadlyblogger.com/NewRelease/semipro.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/1589.jpg	Inglese	Comedy	In 1976 a singer uses the profits from his only hit to buy a basketball team that is in danger of failing when the ABA and the NBA merge.	1h39m	
277	Seven Pounds	2008	http://www.deadlyblogger.com/NewRelease/sevenp.html	mp4	https://flxt.tmsimg.com/assets/p175217_p_v10_ae.jpg	Inglese	Drama/Romantic	A man with a difficult secret must redeem himself by changing the lives of seven strangers, including the woman he fell in love with.	2h3m	
278	Shaft	1971	http://www.deadlyblogger.com/NewRelease/shaft1.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/d/d0/Shaftposter.jpg	Inglese	Action/Crime/Thriller	Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.	1h40m	
279	Sita Sings the Blues	2008	https://archive.org/download/Sita_Sings_the_Blues_1080p_dirac_vorbis.ogg/Sita_Sings_the_Blues_1080p_dirac_vorbis.mp4	mp4	https://pad.mymovies.it/filmclub/2009/11/237/locandina.jpg	Inglese	Musical/Romantic/animation	The movie is about Sita, the Hindu Goddess from the epic "The Ramayana", who accompanies Lord Rama on a 14 year exile in forest. Sita is abducted by Ravana, the ruler of Lanka. This movie tells the story of Rama and Sita, along-with a biographical account of the director's relationship with her husband.	1h22m	
280	Slaughter's Big Rip-Off	1973	https://archive.org/download/SlaughtersBigRipOff1973FullHotMovie/Slaughter%27s%20Big%20Rip%20Off%201973%20-%20Full%20Hot%20Movie.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNjM5NDAxYjgtZTFiOS00YzlkLTlhOGItN2U2ZDA2MGNlNDA4XkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_.jpg	Inglese	Action/Crime/Drama	Vigilante Slaughter comes under attack from Duncan, a local money launderer whose hit-man traps Slaughter in a car at a cliff, but Slaughter escapes, arms himself, and goes after Duncan's hideout.	1h34m	
281	Snowbeast	1977	https://archive.org/download/Snowbeast_436/MoviePowderPresentsSnowbeast_512kb.mp4	mp4	https://images.sr.roku.com/idType/roku/context/global/id/1185fe1dd2b1501a8d97f0582ee95e48/images/titan/assets/aHR0cHM6Ly9pLnZpbWVvY2RuLmNvbS92aWRlby82MTE4NTk2MjdfMTkyMHgxMDgwP3I9cGFk/magic/396x0/filters:quality(70)	Inglese	horror	A Colorado ski resort is besieged by a sub-human beast that commits brutal murders on the slopes.	1h26m	
282	Sobaka	2008	https://archive.org/download/Sobaka/sobaka.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTU4MjM3OTA1NV5BMl5BanBnXkFtZTgwNzU2NDcwMzE@._V1_.jpg	Inglese	Drama	SOBAKA is the thrilling story of a lonely Russian immigrant trying to find the "American dream" in present day Los Angeles. To provide care for his dying sister he works as an assistant to a mysterious and dangerous man, but his desire to achieve something more takes him down a dark and risky path	1h12m	
283	South Central	1992	http://www.deadlyblogger.com/NewRelease/southcentral.mp4	mp4	https://lh3.googleusercontent.com/proxy/jS9Jmz48Bfo70cVyqYWqkLdsVL9Ok8VTRygaHIYHJbVawSHat3e4bgRaGtBSto0HZG_OqxTogn8s0E76ox_qKjv8Z7W4r1KVBvs	Inglese	Drama	South Central (1992) A former gangster fresh out of prison wants to change his life for the better and must save his 10 year old son whose already chosen a gang life.	1h40m	
284	Spacehunter: Adventures in the Forbidden Zone	1983	https://archive.org/download/SpacehunterOldSciFiFilm/spacehunter%20%3D%20old%20sci%20fi%20film.mp4	mp4	https://hubbsmoviereviews.files.wordpress.com/2019/09/sh7-copy.jpeg?w=350	Inglese	Action/Adventure/Sci-Fi	On a distant planet inhabited by mutants, two bounty-hunters race to rescue three Earth female captives from the clutches of an evil mutant warlord.	1h30m	
285	Sphinx	1981	https://archive.org/download/Sphinx1981Dvdrip/Sphinx%20(1981)%20dvdrip.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNTc5NjM4YTMtMDFlMS00YWU3LTk5ZGEtNTg2MmU2NzVhMzcxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg	Inglese	Adventure/Thriller	Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs: murder, theft, betrayal, love, and a mummy's curse.	1h58m	
286	Spider Man 2	2014	http://www.deadlyblogger.com/NewRelease/amazin2.mp4	mp4	https://s19.postimg.cc/8jbql2vsh/nvhgcbcnjh.jpg	Inglese	Science/fantasy	The life of student Peter Parker is turned upside down by the arrival of dangerous new opponents. As Spider-Man, he must protect his loved ones and the city of New York from this lethal threat.	2h22m	
