Idioma	Titolo	Anno	Genere	Numero Puntata	Titolo della puntata	Link	Info	Descrizione	Locandine	Altre info
Italiano	Incantesimo	1998	Sceneggiati	Episodio 1	Incantesimo - S2E1	https://streamcdng2-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10762212_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Massimo e Gabriella scippano un'anziana per procacciarsi i soldi per la droga, ma vengono arrestati. Barbara ha un malore e vanno a trovarla in ospedale Tilly e Giovanna: Thomas confessa a quest'ultima il suo pentimento e i sentimenti per Barbara, ma la donna perde il bambino e non vuole più rivederlo. Tornata a casa trova Roberto, col quale decide di partire per una vacanza: all'aeroporto, Barbara scorge Thomas in compagnia di una bella ragazza. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 10	Incantesimo: decima puntata	https://streamcdnb7-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7665317_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione1	Tra nuovi colpi di scena e molteplici traversie, la storia tra Barbara e Thomas si avvia verso il lieto fine. In via di risoluzione anche i problemi tra Massimo Nardi, figlio di Ivano, e Tilly. Inoltre, Tilly e Gabriella riusciranno a bloccare le oscure manovre della perfida Cristina che si accinge a mettere le mani sulla Clinica Life, all'indomani della morte di Ivano. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 10	Incantesimo - S2E10	https://streamcdng27-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10802475_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Thomas accusa Barbara di voler mettere le mani sull'eredità di Monika e lei si rifugia in clinica. Una volta tornata a casa inveisce contro Cristina e Roberto, che ritiene l'abbiano usata per ottenere l'eredità. Dopo un diverbio con la suocera, decide di tornare a vivere con Tilly. Due uomini arrivano in clinica alla ricerca di Kaspar e Barbara decide di strappare la foto della cartella clinica che consentirebbe di identificarlo. Giovanna confessa a Tilly di avere una figlia di vent'anni, Vera, avuta da una relazione con un uomo sposato. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 11	Incantesimo - S2E11	https://streamcdng25-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10801098_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Paolo Santi scopre la relazione fra sua moglie e Thomas: Myriam lo supplica di rimanere, ma lui è irremovibile. Tilly riceve la visita di Massimo, ormai disintossicato. Manuel vorrebbe diventare infermiere e Giovanna cerca di inserirlo nel team di Olivares. Tilly confessa poi a Barbara l'esistenza di una sorella che ha vent'anni e vive in Germania. Gabriella, uscita dalla comunità, sembra cambiata, ma ancora una volta inganna il padre. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 12	Incantesimo - S2E12	https://streamcdng29-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10809525_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Diego convince Giovanna ad andare a casa di Thomas per riabbracciare la figlia: questa ha un atteggiamento conciliante, ma si rifiuta di andare a vivere con lei e le chiede di poter lavorare alla clinica Life. Gabriella riesce a riconquistare la fiducia di Manuel, deluso per non essere riuscito ad entrare nel team di Olivares. Il padre di Gabriella è disperato e si rivolge al commissario Betti per cercare di salvare sua figlia. Vera tenta in tutti i modi di sedurre Thomas, suscitando le gelosie di Barbara. Nel frattempo, giunge la notizia di alcuni furti avvenuti in clinica. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 13	Incantesimo - S2E13	https://streamcdng33-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10809564_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Massimo è convinto che il responsabile dei furti alla clinica sia Manuel. Thomas offre il suo aiuto, incarica l'investigatore di rintracciare Gabriella e si reca con Barbara a casa di Massimo, dove affronta l'amico e cerca di convincerlo a liberarsi di Gabriella. Manuel chiede di parlare da solo con la ragazza, ma lei lo raggiunge con l'amico spacciatore e capisce di essere stato raggirato. Gabriella va via lasciando a Manuel una pistola, con la quale può uccidersi se vuole evitare di tornare in prigione: Manuel si toglie la vita. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 14	Incantesimo - S2E14	https://streamcdng17-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10801171_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Massimo torna in comunità perché non si sente ancora sicuro di sé. Vera, che si è recata dagli Ansaldi, scopre che Roberto è in grado di camminare e decide di utilizzare la scoperta per riavere Thomas, convinto che Barbara sia complice dell'inganno. La ragazza, delusa, lascia per sempre suo marito. Il figlio di Emma, un'anziana che vuole sottoporsi ad un intervento di chirurgia plastica, segue Sonia, figlia del Dottor Grassi, e la violenta. Thomas ordina il licenziamento di Barbara e Diego e Giovanna intuiscono che dietro c'è lo zampino di Vera. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 15	Incantesimo - S2E15	https://streamcdng32-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10809671_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Proseguono le indagini sullo stupro di Sonia e quando Emma vede l'identikit dello stupratore vi riconosce suo figlio. Thomas è tornato dal viaggio con Vera, ma, infelice, comincia a bere: è evidente che non riesce a dimenticare Barbara, che scopre di essere affetta da un tumore e deve sottoporsi alla chemioterapia. Michele Bernini decide di lavorare alla clinica per seguirla e le propone di trasferirsi nella sua villa a Nemi durante la cura. Cristina accusa Barbara di aver abbandonato ingiustamente il marito, che ha finalmente riavuto l'eredità e che ha intenzione di donarla alla clinica Life. Massimo torna a casa e decide di iscriversi e medicina. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 16	Incantesimo - S2E16	https://docs.google.com/spreadsheets/d/119p8xNwZk3MOHFOPXJTkh7mMj_EpQ7fzKqGfzJ3YD6k/linkdetails?id=119p8xNwZk3MOHFOPXJTkh7mMj_EpQ7fzKqGfzJ3YD6k&linkurl=https%3A%2F%2Fstreamcdng27-b70cb04c54ab478189e9d8ee45637b13.msvdn.net%2Fdom7%2Fpodcastcdn%2Fteche_root%2FPLAYRAI_TECHE_CINEMA_SD%2F10802475_%2C1200%2C1800%2C2400%2C.mp4.csmil%2Fchunklist-f3-v1-a1.m3u8&token=AC4w5VgpyGY_2KrJMrylxyJJOP4M-cJkRg%3A1624635268630&includes_info_params=true	stagione2	Barbara accetta di incontrare Vera, che si mostra pentito di quanto accaduto e ritiene giusto che Thomas e lei si...	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 2	Incantesimo: seconda puntata	https://streamcdnb6-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7662607_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione1	Mentre la polizia cerca di rintracciare Luciana Galli, la donna che ha rapito il nipotino di Thomas Berger, Thomas fa spiare Roberto Ansaldi, nella cui vita si sta introducendo la bella avventuriera Sonia Laris, vedova di suo zio. Nel frattempo Thomas assedia di domande Barbara Nardi, convinto che ella copra le malefatte del marito. Barbara si ribella ma quando scopre che suo marito Roberto ha regalato una spilla ad un'altra donna, anche in lei comincia ad insinuarsi il tarlo del dubbio… 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 2	Incantesimo - S2E2	https://streamcdng23-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10734208_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Giovanna dirige ora la clinica Life e chiede a Barbara di rientrare: l'équipe si è arricchita del chirurgo brasiliano Olivares, che opera la signora Piccoli dopo che questa aveva fatto causa alla struttura per una brutta cicatrice in viso. Massimo entra in comunità e incontra una Gabriella con atteggiamento sprezzante nei suoi confronti. Luciana Galli rientra in Italia col bambino figlio di Monika: un suo messaggio viene intercettato da Giovanna, che allerta Tilly del loro rientro. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 3	Incantesimo: terza puntata	https://streamcdnb7-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7661627_,1200,1800,2400,.mp4.csmil/chunklist-f1-v1-a1.m3u8	stagione1	Sfuggendo alla polizia, Luciana Galli riesce a passare il confine svizzero con il piccolo rapito. La tensione tra Barbara e Roberto, a causa della spilla regalata a un'altra donna, si scioglie quando quest'ultimo, mentendo, le fa credere di avere regalato la famigerata spilla a sua madre Cristina che, nel frattempo, fa di tutto per sedurre il professor Nardi, padre di Barbara. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 3	Incantesimo - S2E3	https://streamcdng21-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10802508_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Thomas va a parlare con Sonia per suggerirle di vendicarsi con Roberto: lei lo denuncia e dichiara che sono stati amanti. Giovanna intanto, fingendosi amica di Sonia, va all'appuntamento con Luciana Galli, che le chiede dei soldi per il bambino per scoprire solo dopo l'inganno e fuggire col bambino. Barbara apprende da Myriam il piano organizzato da Sonia contro Roberto e vorrebbe raccontarle la verità circa la relazione fra suo padre e Cristina, ma Barbara verrà a saperla da Thomas. Sconvolta, decide definitivamente per la separazione da Thomas. Luciana Galli, disperata, sceglie di rivolgersi a Sonia. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 4	Incantesimo: quarta puntata	https://streamcdng16-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7661888_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione1	Il marito di Cristina, Giuseppe, scopre la relazione della donna con Ivano, ma preferisce tacere per non perdere la moglie che, nonostante tutto, continua ad amare. La modella Maria Forti, che ha tentato il suicidio, viene salvata mentre Liana Piccoli, rimasta sfigurata da un intervento di lifting, giura di vendicarsi. Mentre Roberto si lascia lentamente sedurre dal fascino di Sonia Laris, Tilli viene casualmente in possesso duna fotografia che ritrae Roberto insieme alla povera Monika. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 4	Incantesimo - S2E4	https://streamcdng25-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10802537_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Nella comunità dove è andata a trovare Massimo, Tilly conosce Manuel, un ragazzo uscito dal tunnel della droga in cerca di lavoro: si impegna ad aiutarlo e nel frattempo gli offre di lavorare come cameriere alla festa per il rilancio della clinica Life. L'avvocato Gorini apprende dell'incidente del figlio, che rimane paralizzato: sarà Barbara a dovergli comunicare la notizia. Intanto Luciana Galli arriva a casa di Sonia, dove trova Gino e Alfredo che la aggrediscono e rapiscono il bambino con l'intento di chiedere un riscatto a Thomas. Thomas è sempre più convinto che fra Barbara e Olivares ci sia una tresca. Infine, un barbone trova in un'auto il corpo senza vita di una donna: è Luciana Galli. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 5	Incantesimo: quinta puntata	https://streamcdnb4-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7662721_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione1	Alla Life viene ricoverato un bambino albanese, adottato da genitori italiani: si rifiuta di mangiare da quando ha scoperto che per una malformazione al piede non potrà giocare nella squadra di calcio della scuola. Intanto Tilli, che ha scoperto il segreto di Roberto, si reca da Thomas per saperne di più e ha la sorpresa di trovarvi Barbara che, sempre più delusa dal marito, si trova li per gli stessi motivi. Nel vedere alla tv la Piccolil che minaccia di denunciare la clinica, Ivano viene colto da un malore… 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 5	Incantesimo - S2E5	https://streamcdng31-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10801597_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Durante la festa alla clinica Life Barbara e Thomas si ignorano, ma è palese che i due si amano ancora. La polizia ritrova vicino al cadavere di Luciana Galli l'accendino di Roberto, lasciato lì di proposito dai rapitori. La madre e il padre di Gabriella collaborano per far entrare la figlia in una comunità di recupero. Roberto, disperato e senza soldi, si rivolge al suo amico Paolo. Il piccolo Mattia intanto non sta bene e Sonia supplica i rapitori di chiamare un medico. Il Professor Messner visita Jean Pierre, il ragazzo che rischia la paralisi, e ipotizza un intervento che, sebbene rischioso, potrebbe restituire al giovane la possibilità di muoversi. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 6	Incantesimo: sesta puntata	https://streamcdnb6-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7662237_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione1	Giovanna, prima moglie di Ivano e madre di Barbara, arriva dalla Germania per aiutare l'ex marito che si è ripreso dalla crisi cardiaca, ma rischia di essere estromesso dalla clinica Life. Barbara, intanto, rinfaccia al marito Roberto la sua relazione con Monika, ma quest'ultimo mente attribuendo le responsabilità dell'intera questione al suo migliore amico. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 6	Incantesimo - S2E6	https://streamcdng16-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10801413_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	I rapitori si risolvono finalmente col far visitare il piccolo Mattia, cui viene prescritta una medicina: Sonia va in farmacia, ma si fa prendere dal panico alla vista di un poliziotto. I rapitori contattano Giovanna che dalla cornetta ascolta disperata il pianto di un bambino. Roberto chiede a Paolo di difenderlo, e una multa ricevuta nel giorno e nell'ora del delitto lo fa scagionare. Sonia, in clinica, parla con Giovanna, che si dichiara disponibile ad una trattativa riservata. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 7	Incantesimo: settima puntata	https://streamcdnb10-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7626401_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione1	Viene inviato il luogo dove il marito della Galli riceve i messaggi della moglie, ma l'arrivo di due balordi interrompe la conversazione che poteva rivelare il rifugio della donna. Thomas continua a tramare per estromettere Ivano dalla clinica. Barbara va da lui per protestare ma alla fine cede all'attrazione per Thomas. Confessa, così, al marito di amare un altro e gli chiede un periodo di riflessione, ma Roberto reagisce insultandola. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 7	Incantesimo - S2E7	https://streamcdng22-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10801528_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Roberto trova a casa Cristina che gli comunica che Barbara vuole vivere con Thomas. Gabriella intanto esce dalla comunità e si reca dal padre per riconciliarsi con lui. La polizia ha saputo dove si trova il nascondiglio dei rapitori, ma questi decidono di spostarsi prima di essere scovati. Roberto, scoperto dove si trovano, decide di liberare da solo il bambino per riabilitarsi agli occhi dell'opinione pubblica. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 8	Incantesimo: ottava puntata	https://streamcdnb1-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7666010_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione1	La relazione di Cristina con Ivano è stata scoperta da Gabriella, che lo ricatta; Barbara, intanto, considera fallito il suo matrimonio e chiede a Roberto di lasciare la casa coniugale. Apprende poi, da Angela Berger, la vera identità di Thomas, da cui scopre di attendere un figlio. Tuttavia rischia di perderlo quando, per poco, non resta investita da una motocicletta. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 8	Incantesimo - S2E8	https://streamcdng23-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10802429_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Thomas riesce a farsi affidare Mattia e quando Barbara va a trovarlo capisce di non essere gradita: l'uomo la ritiene infatti complice di un complotto visti gli interessi non solo affettivi che ruotano attorno al bambino. Diego chiede a Giovanna di sposarlo, ma lei rifiuta, rivelando che dovrà per forza tornare in Germania anche se non può ancora spiegarne il motivo. Un uomo che vuol farsi ricostruire il volto a seguito di un incidente si reca alla clinica Life, ma insospettisce sia Diego sia Barbara. Nella causa per l'affidamento del bambino Barbara aiuta Roberto e convince il giudice ad affidargli il bambino e Cristina si occupa dell'eredità che spetta al piccolo. Il signor Kaspar, dopo essere stato operato, scappa dalla clinica Life. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 9	Incantesimo: nona puntata	https://streamcdnb4-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7665080_,1200,1800,2400,.mp4.csmil/chunklist-f1-v1-a1.m3u8	stagione1	I continui contrasti con Thomas spingono Barbara a non rivelargli che attende un figlio da lui. Ivano rivela a Cristina di voler interrompere la loro relazione, ma viene stroncato da un improvviso attacco cardiaco. Gabriella, che era a conoscenza del loro legame clandestino, rivela a Barbara che il padre è morto durante un consesso d'amore. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Incantesimo	1998	Sceneggiati	Episodio 9	Incantesimo - S2E9	https://streamcdng32-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD/10809491_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	stagione2	Roberto va a casa di Barbara e cerca di trascinarla dall'avvocato Gorini per la questione dell'eredità: dal notaio viene letto il testamento di Monika, in cui dichiara di voler devolvere la sua quota di eredità all'Ente per la protezione del fanciullo. Cristina incarica Paolo Santi di verificare la validità del testamento, ma nel frattempo il piccolo Mattia viene portato ala clinica dove gli viene diagnosticato un difetto cardiaco congenito: nonostante le previsioni ottimistiche dei medici le sue condizioni si aggravano. A questo punto le possibilità di entrare in possesso dell'eredità di Monika si fanno più remote e Thomas fa il possibile per ostacolare la famiglia Ansaldi. Roberto, che ha avuto un ictus dopo essere stato accusato da Thomas di essere responsabile della morte di Mattia, viene operato e aiutato da Barbara. 	https://i1.sndcdn.com/artworks-5NUfseQFlRhSyIPa-doteYw-t500x500.jpg	
Italiano	Io non mi arrendo	2016	Drammatico	Episodio 1	1	https://streamcdng56-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom2/podcastcdn/Fiction/RaiUno/Io_non_mi_arrendo/5037078_,600,800,1200,1800,.mp4.csmil/chunklist-f3-v1-a1.m3u8	Mini Serie	L'ispettore Marco Giordano scopre il traffico di rifiuti tossici nelle discariche abusive della Terra dei Fuochi, ma le sue indagini vengono ostacolate e messe a tacere. Dopo dieci anni, Marco è spinto da un magistrato a riaprire il caso perché la verità venga a galla: l'ispettore scopre che l'avvocato Russo sta comprando terreni agricoli per farne discariche abusive. Vorrebbe incastrarlo, ma l'avvocato ha agganci molto potenti…	https://www.raiplay.it/cropgd/1200x600/dl/img/2021/01/12/1610466626511_2048x1152logo.jpg	
Italiano	Io non mi arrendo	2016	Drammatico	Episodio 2	2	https://streamcdng50-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom2/podcastcdn/Fiction/RaiUno/Io_non_mi_arrendo/5041743_,600,800,1200,1800,.mp4.csmil/chunklist-f4-v1-a1.m3u8	Mini Serie	L'ispettore Giordano diventa padre proprio quando l'arresto del boss Ajello apre nuovi scenari nelle indagini. Il malavitoso infatti vuole pentirsi e fare i nomi di chi è coinvolto nel caso.	https://www.raiplay.it/cropgd/1200x600/dl/img/2021/01/12/1610466626511_2048x1152logo.jpg	
Italiano	Io ti cercherò	2020	Drammatico/crime	Episodio 1	La via lattea	https://uspushmp4sec2-vh.akamaihd.net/i/VOD/teche_root/YT_ITALIA_TECHE_HD/13202504_,1200,1800,2400,.mp4.csmil/index_1_av.m3u8?null=0&id=AgBdKSMEUENCL%2fyMkWBH7z+o67CfIW6OlhLKQK68JPhl6h%2fYr21fcY+kaJNOzWTDq9eQqUcgwf8i8A%3d%3d&hdntl=exp=1620237948~acl=%2f*~data=hdntl~hmac=a690244b49cbfcb3ed5dbbfd8079cd24ce8724d22dc168b0117921e69d78d5f0	Stagione1	Quando il cadavere del giovane Ettore Frediani viene ritrovato sul greto del Tevere, tutti pensano si tratti di suicidio. Suo padre Valerio, ex poliziotto con alle spalle molti errori come uomo e come genitore, è distrutto dal dolore. Così come la sua ex moglie Francesca, che lo accusa di quanto accaduto al figlio, al quale era a lungo mancata la figura paterna.	https://moviEplayer.net-cdn.it/t/images/2020/09/18/io-ti-cerchero-poster_jpg_400x0_crop_q85.jpg	
Italiano	Io ti cercherò	2020	Drammatico/crime	Episodio 2	La fiducia	https://uspushmp4sec2-vh.akamaihd.net/i/VOD/teche_root/YT_ITALIA_TECHE_HD/13202515_,1200,1800,2400,.mp4.csmil/index_1_av.m3u8?null=0&id=AgBdKSMEUENCLxiNkWCQagOvNJ+%2fVTJZ9oORVPs05BDz3Tc+F0KcoY85Ze8M+InVnaKtEhwS%2fjRMjA%3d%3d&hdntl=exp=1620237976~acl=%2f*~data=hdntl~hmac=0e16d30678b8ffd2cedbb9bf3205c516897fe59f907ef21c5fa6bfcccfd3d4cc	Stagione1	Valerio indaga per capire chi fosse in servizio la notte della morte di Ettore, ma si scontra con l'astio del nuovo commissario capo, Tom, che lo ritiene un corrotto. Solo grazie a Luigi, uno dei pochi colleghi che ancora lo stimano, l'uomo scopre che il foglio dei turni delle volanti è sbagliato e la telefonata della testimone al 112 è sparita.	https://moviEplayer.net-cdn.it/t/images/2020/09/18/io-ti-cerchero-poster_jpg_400x0_crop_q85.jpg	
Italiano	Io ti cercherò	2020	Drammatico/crime	Episodio 3	Il cercatore	https://uspushmp4sec2-vh.akamaihd.net/i/VOD/teche_root/YT_ITALIA_TECHE_HD/13263998_,1200,1800,2400,.mp4.csmil/index_1_av.m3u8?null=0&id=AgBdKSMEUENCL0SNkWDoY6SLXyW0049IbeqYVcKt5H5HWZDFMvTbw73+XL9oi3LVTipFovAiVNstCg%3d%3d&hdntl=exp=1620238020~acl=%2f*~data=hdntl~hmac=4c52c0cb2be910d58fd7633364ce8df08f2c7360de60904c812578bc3a571c05	Stagione1	Mentre il pc di Ettore viene fatto analizzare dalla Polizia Postale, Sara identifica la coppia di punkabbestia. Valerio li rintraccia in una comunità di recupero, dove la ragazza racconta che Ettore non si è lanciato nel fiume, ma è stato gettato in acqua da due uomini.	https://moviEplayer.net-cdn.it/t/images/2020/09/18/io-ti-cerchero-poster_jpg_400x0_crop_q85.jpg	
Italiano	Io ti cercherò	2020	Drammatico/crime	Episodio 4	Acqua	https://uspushmp4sec2-vh.akamaihd.net/i/VOD/teche_root/YT_ITALIA_TECHE_HD/13263994_,1200,1800,2400,.mp4.csmil/index_1_av.m3u8?null=0&id=AgBdKSMEUENCL1uNkWBSVQPCLvl88A8%2fxuKtfH0tY%2fuleZWC8cU2J7bfzLFW4DHlhY9x1uFeRsvh6Q%3d%3d&hdntl=exp=1620238043~acl=%2f*~data=hdntl~hmac=239a411f6c3078a39e5e03c4d32f9bde22997c86f06e293e444eb0f6667845f9	Stagione1	La scarpa che Valerio ha rinvenuto in riva al Tevere in realtà presenta tracce di un altro luogo. Come gli spiega l'ex-collega della scientifica, Alessandro, Ettore potrebbe essersi trovato in una delle cave di travertino di Tivoli. Valerio chiede ad Arturo, agente in pensione dell'unità cinofila, di accompagnarlo insieme al segugio Gandalf. In uno specchio d'acqua nella cava trova una maglietta appartenuta a Ettore.	https://moviEplayer.net-cdn.it/t/images/2020/09/18/io-ti-cerchero-poster_jpg_400x0_crop_q85.jpg	
